Song_ID,Tonic,Chords
144,A,"I:maj,IV:maj,IV:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,II:min,II:min,II:min,V:maj,V:maj,I:maj,I:maj,I:maj,I:maj,I:maj,II:min,II:min,II:min,V:maj,V:maj,I:maj,I:maj,V:maj,V:maj,I:maj,I:maj,V:maj,V:maj,I:maj,I:maj,II:maj,II:maj,V:maj,V:maj,I:maj,I:maj,V:maj,V:maj,IV:maj,IV:maj,I:maj,V:maj,V:maj,I:maj,I:maj,I:maj,I:maj,I:maj,II:min,II:min,II:min,V:maj,V:maj,I:maj,I:maj,V:maj,V:maj,I:maj,I:maj,V:maj,V:maj,I:maj,I:maj,II:maj,II:maj,V:maj,V:maj,I:maj,I:maj,V:maj,V:maj,I:maj,I:maj,V:maj,V:maj,I:maj,I:maj,II:maj,II:maj,V:maj,V:maj,I:maj,I:maj,"
145,A,"V:7,V:7,I:maj,I:maj,II:7,II:7,V:7,V:7 A,IV:maj,IV:maj,I:maj,I:maj,II:min,V:maj,I:maj D,I:maj,V:7,V:7,I:maj,I:maj,II:7,II:7,V:7,V:7 A,IV:maj,IV:maj,I:maj,I:maj,II:min,V:maj,I:maj,bVI:7,bVI:7,bVI:7,bII:maj,bII:maj,bIII:7,bIII:7,bVI:7,bVI:7 Bb,#IV:maj,#IV:maj,bII:maj,bII:maj G,bIII:min,bVI:maj,bII:maj Eb,bII:maj,bVI:7,bVI:7,bII:maj,bII:maj,bIII:7,bIII:7,bVI:7,bVI:7 Bb,#IV:maj,#IV:maj,bII:maj,bII:maj G,bIII:min,bVI:13,bII:maj Eb,bII:maj,"
146,Eb,"II:min9,V:sus4(b7,I:maj7,bVII:7 C,II:min9,V:sus4(b7,I:maj7,#IV:7(#11),IV:maj7,III:min7,II:min7,VI:min,IV:maj7,III:min7,bVII:7(#11),VI:min,II:7,II:min9,V:sus4(b7,I:maj7,bVII:7 C,II:min9,V:sus4(b7,I:maj7,#IV:7(#11),IV:maj7,III:min7,II:min7,VI:min,IV:maj7,III:min7,bVII:7(#11),VI:min,II:7,II:min9,V:sus4(b7,I:maj7,bVII:7 C,II:min9,V:sus4(b7,I:maj7,#IV:7(#11),IV:maj7,III:min7,II:min7,VI:min,IV:maj7,III:min7,bVII:7(#11),VI:min,II:7,II:min9,V:sus4(b7,I:maj7,bVII:7 C,II:min9,V:sus4(b7,I:maj7,#IV:7(#11),IV:maj7,III:min7,II:min7,VI:min,IV:maj7,III:min7,bVII:7(#11),VI:min,II:7,"
147,Bb,"I:maj,I:maj,I:maj,I:maj7,V:sus4(b7,IV:maj,I:maj,I:maj7,V:sus4(b7,IV:maj,IV:maj F,I:maj,II:min7 F,I:maj,I:maj,I:maj7,V:sus4(b7,IV:maj,I:maj,I:maj7,V:sus4(b7,IV:maj,IV:maj F,I:maj,II:min7 F,I:maj,IV:maj F,I:maj,IV:maj F,I:maj,IV:maj F,I:maj,V:maj,V:sus4(b7),V:maj F,I:maj,I:maj7,V:sus4(b7,IV:maj,I:maj,I:maj7,V:sus4(b7,IV:maj,I:maj,I:maj7,V:sus4(b7,IV:maj,IV:maj F,I:maj F,II:min7 F,I:maj,I:maj7,V:sus4(b7,IV:maj,IV:maj F,I:maj F,II:min7 F,I:maj,I:maj7,I:maj,I:maj,"
148,D,"I:1,I:1,I:1,I:1,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:1,I:1,I:1,I:1,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:1,I:1,I:1,I:1,I:maj,II:maj,I:maj,II:maj,I:1,I:1,I:1,I:1,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:1,I:1,I:1,I:1,I:maj,II:maj,I:maj,II:maj,I:1,I:1,I:1,I:1,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:1,I:1,I:1,I:1,I:maj,II:maj,I:maj,II:maj,I:1,I:1,I:1,I:1,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:maj,II:maj,I:maj,II:maj,I:1,I:1,I:1,I:1,I:maj,II:maj,I:maj,II:maj,I:1,I:1,I:1,I:1,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,I:maj,II:maj,"
149,F,"I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,IV:maj,II:min C,I:maj,IV:maj,II:min C,VI:min,IV:maj,V:11,I:maj,I:maj,I:maj,I:maj,IV:maj,II:min C,I:maj,IV:maj,II:min C,VI:min,IV:maj,V:11,I:maj,bIII:maj,bIII:maj Bb,bIII:maj,bIII:maj Bb,V:min,V:min,bIII:maj,I:min D,bVII:maj,IV:maj,I:min,I:min,I:maj,I:maj,I:maj,IV:maj,II:min C,I:maj,IV:maj,II:min C,VI:min D,IV:maj Bb,II:min,II:min,VI:maj,V:maj6,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,IV:maj,II:min C,I:maj,IV:maj,II:min C,VI:min,IV:maj,V:11,I:maj,I:maj,I:maj,I:maj,"
150,F,"I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,I:maj,I:maj,IV:maj,IV:maj,IV:maj,IV:maj,VI:min7,VI:min7,IV:maj,IV:maj,V:maj,V:maj,VI:min7 C,IV:maj,IV:maj,IV:maj,I:maj,I:maj,IV:maj,IV:maj,II:min,II:min,III:min7,III:min7,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,IV:maj,IV:maj,I:maj,I:maj,IV:maj,IV:maj,I:maj,I:maj,IV:maj,IV:maj,IV:maj,IV:maj,VI:min7,VI:min7,IV:maj,IV:maj,V:maj,V:maj,VI:min7 C,IV:maj,IV:maj,IV:maj,I:maj,I:maj,IV:maj,IV:maj,II:min,II:min,III:min7,III:min7,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,IV:maj7,V:maj,II:maj,II:maj,IV:maj,IV:maj,V:maj,V:maj,IV:maj7,V:maj,VI:min,VI:min,VI:min,VI:min,V:maj,IV:maj,V:maj,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,IV:maj7,V:maj,VI:min,VI:min,VI:min,VI:min,V:maj,IV:maj,V:maj,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,IV:maj,IV:maj,I:maj,I:maj,IV:maj,IV:maj,I:maj,I:maj,IV:maj,IV:maj,IV:maj,IV:maj,VI:min7,VI:min7,IV:maj,IV:maj,V:maj,V:maj,VI:min7 C,IV:maj,IV:maj,IV:maj,I:maj,I:maj,IV:maj,IV:maj,II:min,II:min,III:min7,III:min7,III:min7,III:min7,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,III:min7 Bb,VI:min,VI:min,"
151,F,"I:maj,I:maj D,I:maj D,I:maj D,I:maj D,II:min C,II:min C,I:maj,I:maj,I:maj,I:maj,I:maj,II:min7(11),V:maj(11),II:min7(11),V:maj(11),I:maj,I:maj,I:maj,I:maj,II:min7(11),V:maj(11),II:min7(11),V:maj(11),IV:maj,IV:maj,I:maj D,I:maj D,IV:maj,IV:maj,I:maj D,I:maj D,I:maj D,I:maj D,II:min C,II:min C,I:maj,I:maj,I:maj,I:maj,I:maj,II:min7(11),V:maj(11),II:min7(11),V:maj(11),I:maj,I:maj,I:maj,I:maj,II:min7(11),V:maj(11),II:min7(11),V:maj(11),IV:maj,IV:maj,I:maj D,I:maj D,IV:maj,IV:maj,I:maj D,I:maj D,I:maj D,I:maj D,II:min C,II:min C,I:maj,I:maj,I:maj D,I:maj D,I:maj D,I:maj D,II:min C,II:min C,I:maj,I:maj D,I:maj D,I:maj D,I:maj D,II:min C,II:min C,"
152,G,"I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,I:maj,II:maj,V:maj,V:maj,I:maj,I:maj,IV:maj,IV:maj,I:maj,V:maj,I:maj,I:maj,I:maj,V:maj,I:maj,I:maj,I:maj,V:maj,I:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,I:maj,II:maj,V:maj,V:maj,I:maj,I:maj,IV:maj,IV:maj,I:maj,V:maj,I:maj,I:maj,I:maj,V:maj,I:maj,I:maj,I:maj,V:maj,I:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,I:maj,II:maj,V:maj,V:maj,I:maj,I:maj,IV:maj,IV:maj,I:maj,V:maj,I:maj,I:maj,I:maj,V:maj,I:maj,I:maj,I:maj,V:maj,I:maj,I:maj,I:maj,V:maj,I:maj,I:maj,I:maj,V:maj,I:maj G,I:maj,"
153,D,"IV:maj E,II:min B,IV:maj A,V:maj,I:maj E,II:min B,VI:min7 F#,I:maj E,II:min B,VI:min7 F#,VI:min,VI:min,V:sus4 A,V:sus4 A,IV:maj,IV:maj,VI:min(9),VI:min,V:maj,V:maj,I:maj,V:maj,V:maj,I:maj G,V:maj,I:maj F#,IV:maj A,I:maj G,V:maj,I:maj G,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,I:maj E,II:min B,VI:min7 F#,I:maj E,II:min B,VI:min7 F#,VI:min,VI:min,V:sus4 A,V:sus4 A,IV:maj,IV:maj,VI:min(9),VI:min,V:maj,V:maj,I:maj,V:maj,V:maj,I:maj G,V:maj,I:maj F#,IV:maj A,I:maj G,V:maj,I:maj G,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,V:maj B,VI:min,V:maj B,VI:min,V:maj,V:maj,I:maj,V:maj,V:maj,I:maj G,V:maj,I:maj F#,IV:maj A,I:maj G,V:maj,I:maj G,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,"
154,E,"I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,IV:maj,IV:7,I:7,I:7,IV:maj B,I:maj E,I:maj,I:maj,I:maj,I:maj,I:maj,bVII:maj D,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,IV:maj,IV:7,I:7,I:7,IV:maj B,I:maj E,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,IV:maj,IV:7,I:7,I:7,IV:maj B,I:maj E,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,"
155,E,"I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,V:maj,V:7,I:maj,I:maj,I:maj,I:7,IV:maj,IV:maj,V:maj,V:7,I:maj,I:maj,I:maj,I:7,IV:maj,IV:maj,V:maj,V:7,I:maj,I:maj,I:maj,I:7,IV:maj,IV:maj,V:maj,V:7,I:maj,I:maj,IV:maj,V:maj,I:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,V:7,I:maj,I:maj,I:maj,I:7,IV:maj,IV:maj,V:maj,V:7,I:maj,I:maj,I:maj,I:7,IV:maj,IV:maj,V:maj,V:7,I:maj,I:maj,IV:maj,V:maj,I:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,V:7,I:maj,I:7,IV:maj,V:maj,I:maj,IV:maj,V:maj,I:maj,I:7,IV:maj,V:maj,I:maj,IV:maj,IV:maj,V:maj,V:maj,I:maj,I:7,IV:maj,IV:maj,V:maj,V:7,I:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,V:maj,V:7,I:maj,I:7,IV:maj,V:maj,I:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,V:7,I:maj,I:maj,IV:maj,V:7,I:maj,I:7,IV:maj,V:7,I:maj,IV:maj,V:maj,V:7,I:maj,I:maj,V:maj,V:7,IV:maj,IV:maj E,"
156,D,"bVI:maj,bVI:maj,V:1(11),V:1(11) D,bVI:maj,bVI:maj,V:1(11),V:1(11) D,bVI:maj,bVI:maj,V:1(11),V:1(11) D,bVI:maj,bVI:maj,V:1(11),V:1(11) D,bVI:maj,bVI:maj,bVII:maj,bVII:maj,I:7,I:7,IV:sus4(b7),IV:sus4(b7),V:min,V:min,IV:sus4(b7),IV:sus4(b7),V:min,V:min,bVI:maj,bVI:maj,V:1(11),V:1(11) D,bVI:maj,bVI:maj,V:1(11),V:1(11) D,bVI:maj,bVI:maj,V:1(11),V:1(11) D,bVI:maj,bVI:maj,bVII:maj,bVII:maj,I:7,I:7,IV:sus4(b7),IV:sus4(b7),V:min,V:min,IV:sus4(b7),IV:sus4(b7),V:min,V:min,IV:min7,bVII:maj,IV:min7,bVII:maj,bIII:maj,bIII:maj,IV:min7,bVII:maj,IV:min7,bVII:maj,I:maj,I:maj,IV:sus4(b7),IV:sus4(b7),V:min,V:min,IV:sus4(b7),IV:sus4(b7),V:min,V:min,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:min,bVI:1(3),bVII:maj,IV:min,I:min,bVI:maj,bVII:maj,V:sus4,IV:min,IV:min,I:1,I:1,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,bVI:maj,IV:maj,bVII:maj,I:min7,bVI:maj(9),bVII:maj,I:min7,I:min7,IV:min7,IV:7,bVII:maj,I:min,IV:min7,bVII:maj,I:sus4(b7),I:5 D,I:1(#5) D,I:5,bVI:maj A,bIII:maj D,IV:sus4,IV:maj,bVI:maj A,bIII:maj D,IV:sus4,IV:maj,bVI:maj A,IV:maj,bVI:maj A,IV:sus4(b7),V:min7,IV:sus4(b7),V:min7,IV:sus4(b7),V:min7,IV:sus4(b7),V:min7,I:7,I:7,I:7,I:7,bVI:maj,bVI:maj,V:1(11),V:1(11) D,bVI:maj,bVI:maj,V:1(11),V:1(11) D,bVI:maj,bVI:maj,V:1(11),V:1(11) D,bVI:maj,bVI:maj,bVII:maj,bVII:maj,I:7,I:7,IV:sus4(b7),IV:sus4(b7),IV:maj6,IV:maj6,IV:sus4(b7),IV:sus4(b7),IV:maj6,IV:maj6,bVII:sus4(b7),bVII:maj6,bVII:sus4(b7),bVII:maj6,bVII:sus4(b7),bVII:maj6,bVII:sus4(b7),bVII:maj6,I:min7,I:min7,II:min,II:min,I:min7,I:min7,II:min,II:min,I:min7,I:min7,II:min,II:min,I:min7,I:min7,II:min,II:min,I:min7,I:min7,II:min,II:min,I:min7,I:min7,II:min,II:min,I:min7,I:min7,II:min,II:min,I:min7,I:min7,II:min,II:min,I:min7,I:min7,II:min,II:min,"
157,G,"I:maj,IV:maj,IV:maj,I:maj,I:maj,IV:maj,IV:maj,V:maj,V:maj,IV:maj,IV:maj,I:maj,I:maj,IV:maj,IV:maj,V:maj,V:maj,IV:maj,V:7,I:maj,IV:maj,I:maj,IV:maj B,VI:min,I:maj,II:min7,V:7,I:maj,IV:maj,I:maj,IV:maj B,VI:min,I:maj,II:min7,V:7,I:maj,IV:maj,IV:maj,I:maj,I:maj,IV:maj,IV:maj,V:maj,V:maj,IV:maj,IV:maj,I:maj,I:maj,IV:maj,IV:maj,V:maj,V:maj,IV:maj,V:7,I:maj,IV:maj,I:maj,IV:maj B,VI:min,I:maj,II:min7,V:7,I:maj,IV:maj,I:maj,IV:maj B,VI:min,I:maj,II:min7,V:7,I:maj,IV:maj,IV:maj,I:maj7,"
158,G,"I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,bVI:maj9 D,bVI:maj9 D,bVI:maj9 F,I:maj,I:maj,I:maj,I:maj,I:maj,bVI:maj9 D,bVI:maj9 D,bVI:maj9 F,I:maj,V:maj,VI:min7,V:maj,VI:min7,II:min7 E,II:min7 E,I:maj A,I:maj A,II:min7 E,II:min7 E,bVI:maj9 F,I:maj,I:maj,I:maj,I:maj,I:maj,bVI:maj9 D,bVI:maj9 D,bVI:maj9 F,I:maj,II:min7 E,II:min7 E,I:maj A,I:maj A,II:min7 E,II:min7 E,bVI:maj9 F,I:maj,bVI:maj9 F,I:maj,bVI:maj9 F,I:maj,bVI:maj9 F,I:maj,bVI:maj9 F,I:maj,bVI:maj9 F,I:maj,bVI:maj9 F,I:maj,"
159,D,"I:1 E,I:1,I:1 E,I:1,I:maj,VI:min7,IV:maj7,VI:min7 D,IV:maj7,IV:min7,I:maj,V:min D,IV:maj7,IV:min7,I:maj,VI:min7,II:sus4(b7),II:7,V:sus4(b7,V:sus4(b7,I:maj,VI:min7,IV:maj7,VI:min7 D,IV:maj7,IV:min7,I:maj,V:min D,IV:maj7,IV:min7,I:maj,VI:min7,II:min,V:sus4(b7,I:1 E,I:1,I:maj E,I:1,I:maj,VI:min7,IV:maj7,VI:min7 D,IV:maj7,IV:min7,I:maj,V:min D,IV:maj7,IV:min7,I:maj,VI:min7,II:sus4(b7),II:7,V:sus4(b7,V:sus4(b7,I:maj,VI:min7,IV:maj7,VI:min7 D,IV:maj7,IV:min7,I:maj,V:min D,IV:maj7,IV:min7,I:maj,VI:min7,II:min,V:sus4(b7,I:1 E,I:1,I:1 E,V:min7 D,IV:maj7,V:7,VI:sus4(b7),II:min7,V:7,I:maj,I:maj D,bVI:maj7,bVII:7,V:min7,I:7,IV:min7,IV:min7,IV:maj,IV:maj,I:maj,VI:min7,IV:maj7,VI:min7 D,IV:maj7,IV:min7,I:maj,V:min D,IV:maj7,IV:min7,I:maj,VI:min7,II:min,V:sus4(b7,I:1 E,I:1,I:1 E,V:min7 D,I:maj,VI:min7,IV:maj7,VI:min7 D,IV:maj7,IV:min7,I:maj,V:min D,IV:maj7,IV:min7,I:maj,VI:min7,II:sus4(b7),II:7,V:sus4(b7,V:sus4(b7,I:maj,VI:min7,IV:maj7,VI:min7 D,IV:maj7,IV:min7,I:maj,V:min D,IV:maj7,IV:min7,I:maj,VI:min7,II:min,V:sus4(b7,bVI:maj,bVII:maj,V:min7,I:7,IV:min7,V:7,I:maj,VI:min7,IV:maj7,VI:min7 D,IV:maj7,IV:min7,I:maj,V:min D,IV:maj7,IV:min7,I:maj,VI:min7,II:sus4(b7),II:7,V:sus4(b7,V:sus4(b7,I:maj,VI:min7,IV:maj7,VI:min7 D,IV:maj7,IV:min7,I:maj,V:min D,"
160,A,"I:maj,I:maj(9),I:maj,IV:maj,II:min,II:min7,II:min7,I:maj E,I:maj,I:9 A,IV:maj7,IV:maj6(7),V:sus4(b7),V:7,I:7,IV:maj,II:min,II:min7,II:min7,I:maj G#,I:maj,I:maj,I:9 A,IV:maj7,IV:min,I:maj A,IV:maj E,I:maj C#,V:7,I:maj,IV:maj,II:min7,II:min7,IV:maj E,I:maj,I:maj A,I:7,IV:maj,IV:maj6(7),I:maj,I:sus4 A,V:7,V:7,I:maj,IV:maj,II:min7,II:min7,IV:maj E,I:maj,I:maj A,I:7,IV:maj,IV:min6(7),I:maj,V:7,I:maj6,"
161,Db,"IV:maj F,VI:min Ab,IV:maj F,VI:min Ab,IV:maj F,VI:min Ab,IV:maj F,VI:maj,IV:maj F,VI:min Ab,IV:maj F,VI:min Ab,IV:maj F,VI:min Ab,IV:maj F,VI:maj,II:min7 Ab,I:maj,II:min7 Ab,VI:min Ab,II:min7 Ab,I:maj,II:min7 Ab,VI:maj,IV:maj F,VI:min Ab,IV:maj F,VI:min Ab,IV:maj F,VI:min Ab,IV:maj F,VI:maj,II:min7 Ab,I:maj,II:min7 Ab,VI:min Ab,II:min7 Ab,I:maj,II:min7 Ab,VI:maj,IV:maj F,VI:min Ab,IV:maj F,VI:min Ab,IV:maj F,VI:min Ab,IV:maj F,VI:maj,IV:maj F,VI:min Ab,IV:maj F,VI:min Ab,IV:maj F,VI:min Ab,IV:maj F,VI:maj,II:min7 Ab,I:maj,II:min7 Ab,VI:min Ab,II:min7 Ab,I:maj,II:min7 Ab,VI:maj,II:min7 Ab,I:maj,II:min7 Ab,VI:min Ab,II:min,"
162,G,"I:maj,V:maj,V:7,I:maj,I:maj,V:maj,V:7,I:maj,I:maj,V:maj,V:7,III:maj,III:maj,I:maj,I:maj,III:maj,V:maj,IV:maj,IV:maj,I:maj,I:maj,V:maj,V:maj,V:maj,V:7,I:maj,I:maj,V:maj,V:7,I:maj,I:maj,V:maj,V:7,III:maj,III:maj,I:maj,I:maj,III:maj,V:maj,IV:maj,IV:maj,I:maj,I:maj,V:maj,V:maj,V:maj,V:7,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,V:maj,V:maj,V:maj,V:7,I:maj,I:maj,V:maj,V:7,I:maj,I:maj,V:maj,V:7,III:maj,III:maj,I:maj,I:maj,III:maj,V:maj,IV:maj,IV:maj,I:maj,I:maj,V:maj,V:maj,V:maj,V:7,I:maj,I:maj,V:maj,V:7,I:maj,I:maj,V:maj,V:7,III:maj,III:maj,I:maj,I:maj,III:maj,V:maj,IV:maj,IV:maj,I:maj,I:maj,V:maj,V:maj,V:maj,V:7,V:maj,V:7,IV:maj,V:maj,V:maj,IV:maj,V:maj,I:maj,V:maj,"
163,D,"I:maj,I:maj A,I:maj,I:maj A,V:maj,I:sus4,I:sus4,I:sus4,I:maj,I:maj,I:maj,I:maj A,I:maj,I:maj,I:maj,V:maj,I:maj,I:maj,IV:maj,I:maj G,I:maj,I:maj,I:maj,V:maj,V:maj D,I:maj,I:maj,I:maj,I:maj A,I:maj,I:maj,I:maj,V:maj,I:maj,I:maj,IV:maj,I:maj G,I:maj,I:maj,I:maj,V:7 A,V:7 A,V:7,V:7 A,I:maj,I:maj,IV:maj,IV:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,IV:maj,V:7 A,V:7 A,I:maj,I:maj,I:maj,I:maj A,I:maj,I:maj,I:maj,V:maj,I:maj,I:maj,IV:maj,I:maj G,I:maj,I:maj,I:maj,V:7 A,V:7 A,V:7 A,V:7 A,I:maj,I:maj,IV:maj,IV:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,IV:maj,I:maj,I:maj A,I:maj,I:maj A,V:7,V:7,V:7,V:7,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,"
164,C,"I:maj,V:maj(11),I:maj,V:maj(11),I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,V:maj,I:maj,IV:maj,IV:maj,IV:maj,IV:maj,I:maj,I:maj,V:maj,V:maj,IV:maj,I:maj,IV:maj,II:min7,V:maj,I:maj,I:maj,I:maj7,I:maj6,V:sus4,V:maj,I:maj,I:maj,I:maj7,I:maj6,V:maj,V:maj,IV:maj,IV:maj,V:maj,V:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,V:maj,I:maj,IV:maj,IV:maj,IV:maj,IV:maj,I:maj,I:maj,V:maj,V:maj,IV:maj,I:maj,IV:maj,II:min7,V:maj,I:maj,I:maj,I:maj7,I:maj6,V:sus4,V:maj,I:maj,I:maj,I:maj7,I:maj6,V:maj,V:maj,IV:maj,IV:maj,V:sus4,V:maj,I:maj,I:maj,I:maj7,I:maj6,V:sus4,V:maj,I:maj,I:maj,I:maj7,I:maj6,V:sus4,V:maj,"
165,E,"I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,I:maj,I:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,I:maj,I:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,I:maj,I:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,I:maj,I:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,I:maj,I:maj,I:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,"
166,E,"I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,bIII:maj,IV:min,bVI:maj B,I:min,"
167,F#,"IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,IV:maj,"
168,Bb,"I:maj,VI:min,I:maj,VI:min,I:maj,I:maj,VI:min,VI:min,IV:maj,V:maj,I:maj,V:7,I:maj,I:maj,VI:min,VI:min,IV:maj,V:maj,I:maj,I:7,IV:maj,IV:maj,I:maj,I:maj,IV:maj,IV:maj,V:maj,V:maj,I:maj,I:maj,VI:min,VI:min,IV:maj,V:maj,I:maj,V:7,I:maj,I:maj,VI:min,VI:min,IV:maj,V:maj,I:maj,I:7,IV:maj,IV:maj,I:maj,I:maj,IV:maj,IV:maj,V:maj,V:maj,I:maj,I:maj,VI:min,VI:min,IV:maj,V:maj,I:maj,V:7,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,"
