Song_ID,Song_Name,Song_Duration
"731","Must Of Got Lost ","176.056802721"
"732","Every Time I Think Of You","240.679024943"
"733","Rock And Roll Never Forgets","207.865034013"
"734","Be My Guest","133.42185941"
"735","Devil Woman ","212.04462585"
"736","Can We Still Be Friends","212.736190476"
"737","There'll Never Be","214.325941043"
"738","Take Me Down","223.064807256"
"739","All Through The Night","265.380861678"
"740","Make Me Smile","263.968503401"
"741","Don't Leave Me This Way","218.366689342"
"742","There But For Fortune","190.984126984"
"743","Who Will You Run To ","242.996825396"
"744","He's A Rebel","154.183492063"
"745","I Can Help","174.451519274"
"746","There's No Other (Like My Baby)","140.805804988"
"747","Look-Ka Py Py","191.030566893"
"748","After The Love Has Gone","274.833469387"
"749","Private Dancer","429.313741496"
"750","Where Are You","132.469841269"
"751","If I Could Build My Whole World Around You","140.482993197"
"752","(I was) Born To Cry","143.766349206"
"753","Rock This Town","202.380090702"
"754","The Twist","153.110566893"
"755","What You See Is What You Get","265.421111111"
"756","Bust A Move","262.851269841"
"757","Ob-La-Di, Ob-La-Da","180.32063492"
"758","It Takes Two ","298.930748299"
"759","Reelin' & Rockin'","195.024399092"
"760","Land Of 1000 Dances","146.587573696"
"761","Never Knew Love Like This Before","322.853786848"
"762","Lonely Weekends","127.497460317"
"763","Wichita Lineman","183.902040816"
"764","Ebony Eyes","183.851791383"
"765","If I Could Build My Whole World Around You","140.482993197"
"766","Funny Girl","161.778707482"
"767","Will The Wolf Survive","220.794353741"
"768","Big Iron","234.126802721"
"769","A Hazy Shade Of Winter","129.260657596"
"770","Lonely Weekends","127.497460317"
"771","Carry Me","211.998185941"
"772","Treat Her Right","123.019319727"
"773","Invisible Touch","205.877596371"
"774","One Less Bell To Answer","207.191655328"
"775","Those Lazy-Hazy-Crazy Days Of Summer","141.962857142"
"776","Cruisin'","265.125442176"
"777","Mighty Good Lovin'","155.620136054"
"778","Loving Her Was Easier","221.982766439"
"779","Get Together","274.947482993"
"780","Torn Between Two Lovers","219.405351473"
"781","Are You Sure Hank Done It This Way","171.804444444"
"782","Oh Father","292.783673469"
"783","Talk Back Trembling Lips","155.759455782"
"784","Hard Days Night","151.548888888"
"785","I Love A Rainy Night","187.059954648"
"786","Tell Me What You Want Me To Do","254.049523809"
"787","Abraham, Martin And John","196.371156462"
"788","A Cowboy's Work Is Never Done","196.373786848"
"789","I Don t Want Your Love","226.422471655"
"790","Going To Chicago Blues","251.820408163"
"791","Rock This Town","202.380090702"
"792","Soul And Inspiration","186.734875283"
"793","Love Came To Me","164.712290249"
"794","The Sounds Of Silence","183.809160997"
"795","Think Of Me","134.373877551"
"796","Running On Empty ","297.080090702"
"797","Easy","257.880816326"
"798","I Got Stripes","122.069319727"
"799","Daddy's Home","176.789115646"
"800","Cruisin'","265.125442176"
"801","My Love","245.899319727"
"802","Ten Percent","194.025941043"
"803","I Cried A Tear","153.762539682"
"804","Rebel Yell","285.884081632"
"805","Ode To Billie Joe","253.095873015"
"806","Right Here, Right Now","182.718367346"
"807","Summertime Blues","224.327981859"
"808","Night Moves","322.33941043"
"809","Live To Tell","349.019138321"
"810","Happy Anniversary","238.050975056"
"811","Against The Wind","328.864217687"
"812","I Want You Back","177.005714285"
"813","Lucky Man","275.701995464"
"814","Kicks","145.565895691"
"815","My World Fell Down","227.021496598"
"816","Private Dancer","429.313741496"
"817","Baby, Baby Don't Cry","235.427120181"
"818","Man In The Mirror","316.935714285"
"819","Only Sixteen","163.445260770"
"820","Standing In The Shadows Of Love","156.527777777"
"821","She's A Woman","173.360181405"
"822","The Year That Clayton Delaney Died","161.982403628"
"823","I Won't Stand In Your Way","232.547845804"
"824","Echoes Of Love","177.27877551"
"825","Three Times A Lady","216.219795918"
"826","Island Of Lost Souls","227.137573696"
"827","Heartbreaker","205.952403628"
"828","Even Now","270.349931972"
"829","Lovers Who Wander","149.675260770"
"830","You Don't Own Me","147.655691609"
"831","Baby Don't Go","187.17015873"
"832","I Don't Want To Spoil The Party","151.464739229"
"833","Last Dance","197.067755102"
"834","Behind Closed Doors","173.68526077"
"835","Get Ready","166.877528344"
"836","I'm In Love","147.545782312"
"837","Carrie","220.93786848"
"838","I'll Tumble 4 Ya","155.223741496"
"839","I've Got A Tiger By The Tail","131.307120181"
"840","All she wants is","264.057142857"
"841","Chicago","288.221678004"
"842","Saturday Night","173.572426303"
"843","You've got a Friend","202.321473922"
"844","Heaven Must Have Sent You","211.278367346"
"845","Amanda","254.70909297"
"846","For Ol' Times Sake","215.34185941"
"847","Something About You","223.910022675"
"848","Will You Love Me Tomorrow","160.937505668"
"849","Alive Again","243.593469387"
"850","Last Dance","197.067755102"
"851","Help!","136.948253968"
"852","Paper Roses","158.185941043"
"853","Happy Man ","167.413945578"
"854","20-75","133.096780045"
"855","That's Old Fashioned (That's The Way Love Should Be)","140.039546485"
"856","Rock'n Me","185.901269841"
"857","Baby Don't Change Your Mind","191.21632653"
"858","All Alone Am I","162.484331065"
"859","Abacab","517.305600907"
"860","Lovin' You","202.115442176"
"861","Lady","230.713469387"
"862","Right Here, Right Now","182.718367346"
"863","El Condor Pasa","185.063038548"
"864","Baby What You Want Me To Do","168.042993197"
"865","If I Were A Carpenter","178.3292517"
"866","Honky Tonk Women","179.118730158"
"867","Rock and Roll, Hoochie Koo","493.228117913"
"868","Frankenstein","204.456099773"
"869","Who Wears These Shoes","240.907029478"
"870","Lambada","203.45324263"
"871","The Rose","219.72648526"
"872","Sidewalk Surfin'","160.290725623"
"873","We Don't Talk Anymore","249.502040816"
"874","She Bop","225.488979591"
"875","Baby Don t Forget My Number","386.310385487"
"876","American Storm","253.074285714"
"877","Let The Music Play ","220.473469387"
"878","Treat Her Like A Lady","163.189841269"
"879","When It's Love","315.173968253"
"880","Crackerbox Palace","234.219682539"
"881","Standing In The Shadows Of Love","156.527777777"
"882","Upside Down","218.128253968"
"883","Sukiyaki","221.971156462"
"884","Johnny Reb","140.15494331"
"885","There She Goes","160.542766439"
"886","Happy Together","172.454603174"
"887","He's So Fine","110.6430839"
"888","White Wedding","249.361496598"
"889","Ebony Eyes","183.851791383"
"890","Where The Streets Have No Names","268.62371882"
