Song_ID,Tonic,Chords
73,D,"D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,G:maj,G:maj,G:maj,G:maj,D:maj,D:maj,D:maj,D:maj,A:maj,C:maj G:maj,A:maj,C:maj G:maj,A:maj,C:maj G:maj,A:maj,A:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,G:maj,G:maj,G:maj,G:maj,D:maj,D:maj,D:maj,D:maj,A:maj,C:maj G:maj,A:maj,C:maj G:maj,A:maj,C:maj G:maj,A:maj,A:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,G:maj,G:maj,G:maj,G:maj,D:maj,D:maj,D:maj,D:maj,A:maj,C:maj G:maj,A:maj,C:maj G:maj,A:maj,C:maj G:maj,A:maj,A:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,G:maj,G:maj,G:maj,G:maj,D:maj,D:maj,D:maj,D:maj,A:maj,C:maj G:maj,A:maj,C:maj G:maj,A:maj,C:maj G:maj,A:maj,C:maj G:maj,A:maj,C:maj G:maj,A:maj,A:maj,A:maj,A:maj,A:maj,A:maj,A:maj,A:maj,A:maj,"
74,G,"G:7,G:7,G:7,G:7,G:7,D:7,D:7,G:7,G:7,D:7,C:7,G:7,G:7,G:7,G:7,G:7,G:7,C:7,C:7,G:7,G:7,D:7,C:7,G:7,G:7,G:7,G:7,G:7,G:7,C:7,C:7,G:7,G:7,D:7,C:7,G:7,G:7,G:7,G:7,G:7,G:7,C:7,C:7,G:7,G:7,D:7,C:7,G:7,G:7,G:7,C:7,G:7,G:7,C:7,C:7,G:7,G:7,D:7,C:7,G:7,G:7,G:7,G:7,G:7,G:7,C:7,C:7,G:7,G:7,D:7,C:7,G:7,G:7,G:7,G:7,G:7,G:7,C:7,C:7,G:7,G:7,D:7,C:7,G:7,G:7,G:7,G:7,G:7,G:7,"
75,D,"A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,D:maj,A:min,C:maj G:maj,D:maj,D:maj,A:min,C:maj G:maj,D:maj,D:maj A:min,D:maj A:min,C:maj G:maj,D:maj,D:maj A:min,D:maj A:min,C:maj G:maj,D:maj,D:maj,A:min,C:maj G:maj,D:maj,D:maj,A:min,C:maj G:maj,D:maj,D:maj A:min,D:maj A:min,C:maj G:maj,D:maj,D:maj A:min,D:maj A:min,C:maj G:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,E:min,A:maj,E:min,A:maj,E:min,A:maj,D:maj,A:min,C:maj G:maj,D:maj,D:maj,A:min,C:maj G:maj,D:maj,D:maj A:min,D:maj A:min,C:maj G:maj,D:maj,D:maj A:min,D:maj A:min,C:maj G:maj,D:maj,D:maj A:min,D:maj A:min,C:maj G:maj,D:maj,D:maj A:min,D:maj A:min,C:maj G:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,"
76,G,"G:maj,G:maj,G:maj,G:maj,G:maj,G:maj,E:min,E:min,C:maj,D:maj,G:maj,G:maj,G:maj,G:maj,E:min,E:min,C:maj,D:maj,G:maj,G:maj,G:maj,G:maj,E:min,E:min,C:maj,D:maj,G:maj,G:maj,G:maj,G:maj,E:min,E:min,C:maj,D:maj,G:maj,G:maj,G:maj,G:maj,E:min,E:min,C:maj,D:maj,G:maj,G:maj,G:maj,G:maj,E:min,E:min,C:maj,D:maj,G:maj,G:maj,G:maj,G:maj,E:min,E:min,C:maj,D:maj,G:maj,G:maj,G:maj,G:maj,E:min,E:min,C:maj,D:maj,G:maj,G:maj,G:maj,G:maj,E:min,E:min,C:maj,D:maj,G:maj,G:maj,G:maj,G:maj,E:min,E:min,C:maj,D:maj,G:maj,G:maj,G:maj,G:maj,E:min,E:min,C:maj,D:maj,G:maj,G:maj,"
77,E,"E:maj,E:maj,E:maj,E:maj,B:maj,B:maj,B:maj,E:maj,E:maj,A:maj,A:maj,B:7,B:7,E:maj,E:maj,B:maj,B:maj,B:maj,E:maj,E:maj,A:maj,A:maj,B:7,B:7,E:maj,E:maj,B:maj,E:maj,E:maj,A:maj,A:maj,B:7,B:7,E:maj,E:maj,A:maj,A:maj,B:7,B:7,E:maj,E:maj,A:maj,A:maj,B:7,B:7,"
78,E,"E:sus4,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,C:maj7,A:min7 D:sus4(b7,G:maj7 G:maj9,D:min7 G:sus4(b7,A:min7 G:maj(9),C:maj7 D:sus4(b7,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,C:maj7,A:min7 D:sus4(b7,G:maj7 G:maj9,D:min7 G:sus4(b7,A:min7 G:maj(9),C:maj7 D:sus4(b7,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,A:min7 B:min7,E:sus4,A:min7 B:min7,E:sus4,C:min7 D:min7,Bb:maj7,A:sus4,D:sus4(b7,E:min,E:min,A:min7 B:min7,C:maj7 D:sus4(b7,E:min,E:min,A:min7 B:min7,C:maj7 D:sus4(b7,C:maj7,A:min7 D:sus4(b7,G:maj7 G:maj9,D:min7 G:sus4(b7,A:min7 G:maj(9),C:maj7 D:sus4(b7,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,E:min B:min7,A:min7,C:maj7 C:maj,D:maj,"
79,Ab,"Ab:maj,Eb:7,Ab:maj,Ab:maj,Ab:maj,Ab:maj,Ab:maj,Ab:maj,Eb:sus4,Eb:maj,Ab:maj,Ab:maj,Db:maj,Db:maj,Ab:maj,Ab:maj,Db:maj,Db:maj,Ab:maj,Ab:maj,Eb:7,Eb:7,Ab:maj,Ab:maj,Ab:maj,Eb:maj,Ab:maj,Ab:maj,Ab:maj,Ab:maj7,Ab:maj(9),Ab:maj7,Eb:7,Eb:7,Ab:maj,Ab:maj7,Db:maj,Db:maj7 Db:maj6 Db:7,Ab:maj(9),Ab:maj7,Db:maj,Db:maj7 Db:maj6 Db:7,Ab:maj(9),Ab:maj,Eb:7,Eb:7,Ab:maj,Ab:maj,Ab:maj,Eb:7,Ab:maj,Ab:maj,"
80,G,"G:maj,G:maj,G:maj,G:maj,G:maj,G:maj,C:maj,C:maj,G:maj,G:maj,G:maj,G:maj,G:maj,G:maj,C:maj,C:maj,G:maj,G:maj,G:maj,G:maj,C:maj,B:min,D:maj,D:maj,C:maj,B:min,G:maj,G:maj,G:maj,G:maj,C:maj,C:maj,G:maj,G:maj,G:maj,G:maj,C:maj,C:maj,G:maj,G:maj,A:min7,A:min7,G:maj,G:maj,C:maj,C:maj,G:maj,G:maj,A:min7,A:min7,G:maj,G:maj,C:maj,B:min,D:maj,D:maj,C:maj,B:min,G:maj,G:maj,G:maj,G:maj,C:maj,C:maj,G:maj,G:maj,G:maj,G:maj,C:maj,C:maj,G:maj,G:maj,A:min7,A:min7,G:maj,G:maj,C:maj,C:maj,G:maj,G:maj,A:min7,A:min7,G:maj,G:maj,C:maj,B:min,D:maj,D:maj,C:maj,B:min,D:maj,D:maj,C:maj,B:min,D:maj,D:maj,C:maj,B:min,D:maj,D:maj,C:maj,B:min,D:maj,D:maj,C:maj,B:min,"
81,E,"E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,B:maj,B:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,B:maj,B:maj,E:maj,E:maj,A:maj,A:maj,A:maj,A:maj,E:maj,E:maj,B:maj,B:maj,E:maj,E:maj,E:maj,E:maj,B:maj,B:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,B:maj,B:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,B:maj,B:maj,E:maj C:aug(b7,E:7,A:maj,A:maj,A:maj,A:maj,E:maj,E:maj,B:maj,B:maj,E:maj,E:maj,E:maj,E:maj,B:maj,B:maj,E:maj A:maj,E:maj,"
82,Bb,"Bb:maj,Bb:maj,F:7,Bb:maj,Bb:maj,Bb:maj,Eb:maj,Eb:maj,F:maj,Eb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:7,Eb:maj,Eb:maj,F:maj,Eb:maj,Bb:maj,Eb:maj,Bb:maj,D:maj,Eb:maj,E:dim,Bb:maj,C:min7,Bb:maj,Bb:maj,Bb:maj,C:min7,Bb:maj,Bb:maj,Bb:maj,C:min7,Bb:maj,Bb:maj G:min F:7,Bb:maj,C:min7,Bb:maj,Bb:maj G:min F:7,Bb:maj,"
83,E,"A:maj,A:maj,E:maj,B:maj,A:maj E:maj,E:maj E:maj,A:maj C#:min,D:maj A:maj,E:maj E:maj,A:maj C#:min,E:maj,E:maj E:maj,A:maj C#:min,D:maj A:maj,E:maj E:maj,A:maj C#:min,E:maj,A:maj,A:maj,E:maj,B:maj,A:maj E:maj,E:maj E:maj,A:maj C#:min,D:maj A:maj,E:maj E:maj,A:maj C#:min,E:maj,E:maj E:maj,A:maj C#:min,D:maj A:maj,E:maj E:maj,A:maj C#:min,E:maj,A:maj,A:maj,E:maj,B:maj,A:maj E:maj,A:maj7,A:maj7,D:maj7,A:maj,E:maj,B:maj,A:maj E:maj,E:maj E:maj,A:maj C#:min,D:maj A:maj,E:maj E:maj,A:maj C#:min,E:maj,A:maj,A:maj,E:maj,B:maj,A:maj E:maj,A:maj,A:maj,E:maj,B:maj,A:maj E:maj,"
84,B,"E:maj,B:maj,B:maj,B:maj,B:maj,B:maj,B:maj,B:maj,B:maj,E:maj,B:maj,B:maj,B:maj,B:maj,E:maj,B:maj,B:maj,B:maj,B:maj,E:maj,B:maj,B:maj,B:maj,B:maj,B:maj,B:maj,B:maj,E:maj,B:maj,B:maj,B:maj,B:maj,E:maj,B:maj,E:maj,B:maj,B:maj,B:maj,B:maj,B:maj,B:maj,B:maj,E:maj,B:maj,B:maj,B:maj,B:maj,E:maj,B:maj,E:maj,B:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,E:maj,B:maj F#:maj,"
85,G,"G:maj,C:maj,G:maj,C:maj,A:min,A:min,G:maj,G:maj,C:maj7,C:maj7,G:maj,G:maj,E:min,E:min,C:maj,C:maj,A:min,A:min,D:maj C:maj,B:min A:min,G:maj,C:maj,A:min,D:maj B:7,E:min,E:min,A:min,D:sus4,G:maj,C:maj,A:min,D:maj B:7,E:min,E:min,A:min,D:sus4,D:sus4,G:maj,C:maj,G:maj,C:maj,A:min,A:min,G:maj,G:maj,C:maj7,C:maj7,G:maj,G:maj,E:min,E:min,C:maj,C:maj,A:min,A:min,D:maj C:maj,B:min A:min,G:maj,C:maj,A:min,D:maj B:7,E:min,E:min,A:min,D:sus4,G:maj,C:maj,A:min,D:maj B:7,E:min,E:min,A:min,D:sus4,D:sus4,G:maj,C:maj,A:min,D:maj B:7,E:min,E:min,A:min,D:sus4,G:maj,C:maj,A:min,D:maj B:7,E:min,E:min,A:min,D:sus4,D:sus4,G:maj,C:maj,A:min,D:maj B:maj,E:min,E:min,A:min,D:sus4,"
86,E,"E:1,F:1,F:1,E:maj,E:maj,E:maj,E:7,A:maj,A:maj,E:maj,B:maj,E:maj,E:maj,E:maj,B:maj,E:maj,E:maj,B:maj,B:maj,E:maj,E:7,A:maj,A:maj,E:maj,E:maj,B:maj,B:maj,E:maj,E:7,A:maj,A:maj,E:maj,B:maj,E:1,F:1,F:1,B:maj,B:maj,B:maj,B:maj,B:maj,B:maj,B:maj,E:maj,E:maj,B:maj,B:maj,B:maj,B:maj,B:maj,B:maj,B:maj,E:maj,E:maj,B:maj,B:maj,B:maj,B:maj,E:maj,E:maj,B:maj,F:1,E:maj,"
87,D,"D:5,D:5,D:min,D:min,D:min,D:min,C:maj,C:maj,D:min,D:min,C:maj,C:maj,G:min,G:min,D:min,D:min,G:min,G:min,D:min,G:maj,G:maj,G:maj,D:min,D:min,Db:min,Db:min,D:min,G:maj,D:min,G:maj,D:min,G:maj,D:min,A:maj,D:min,Bb:maj,D:min,Bb:maj,D:min,D:min,C:maj,C:maj,D:min,D:min,C:maj,C:maj,G:min,G:min,D:min,D:min,G:min,G:min,D:min,G:maj,G:maj,D:min,D:min,Db:min,Db:min,D:min,G:maj,D:min,G:maj,D:min,G:maj,D:min,A:maj,D:min,Bb:maj,D:min,Bb:maj,D:min,G:maj,D:min,G:maj,D:min,G:maj,D:min,A:maj,D:min,Bb:maj,D:min,Bb:maj,D:min,Bb:maj,D:min,Bb:maj,D:min,Bb:maj,D:min,Bb:maj,D:min,Bb:maj,D:min,Bb:maj,D:min,Bb:maj,D:min,Bb:maj,"
88,Ab,"Ab:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Db:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Eb:maj,Db:maj,Eb:maj,Db:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Db:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Eb:maj,Db:maj,Eb:maj,Db:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Eb:maj,Db:maj,Eb:maj,Db:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Db:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Eb:maj,Db:maj,Eb:maj,Db:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,"
89,A,"A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,C:min7,A:1(b7),A:1(13),F:1(3),A:5,A:1(b7),A:1(13),F:1(3),A:5,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,"
90,D,"D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,C:maj,C:maj,C:maj,C:maj,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,C:maj,C:maj,C:maj,C:maj,D:min,D:min,D:min,D:min,D:5,D:5,C:5,C:5,D:min,D:min,C:5,C:sus4,D:min,D:min,C:maj,C:sus4,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,C:sus4,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:5,D:5,C:5,C:5,D:min,D:min,C:sus4,C:sus4,D:min,D:min,C:maj,C:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,C:maj,D:min,F:maj,A:min,D:min7,D:min7,F:maj,A:min,D:min7,D:min7,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,F:maj,A:min,D:min,D:min,D:min,D:min,"
91,D,"D:maj,D:maj,B:min,B:min,G:maj,G:maj,A:maj,A:maj,D:maj,D:maj,B:min,B:min,G:maj,G:maj,A:maj,A:maj,D:maj,D:maj,B:min,B:min,G:maj,G:maj,A:maj N,D:maj,D:maj,B:min,B:min,G:maj,G:maj,A:maj N,D:maj,D:maj,B:min,B:min,G:maj,G:maj,A:maj N,D:maj,D:maj,B:min,B:min,G:maj,G:maj,A:maj N,G:maj,G:maj,D:maj,D:maj,G:maj,G:maj,A:maj N,D:maj,D:maj,B:min,B:min,G:maj,G:maj,A:maj N,D:maj,D:maj,B:min,B:min,G:maj,G:maj,A:maj N,G:maj,G:maj,D:maj,D:maj,G:maj,G:maj,A:maj N,D:maj,D:maj,B:min,B:min,G:maj,G:maj,A:maj,A:maj,D:maj,D:maj,B:min,B:min,G:maj,G:maj,A:maj,A:maj,"
92,F,"F:maj,F:maj,C:maj,C:maj,F:maj,F:maj,C:maj,F:maj,F:maj,F:maj,C:maj,C:maj,F:maj,F:maj,C:maj,F:maj,C:maj,F:maj,C:maj,F:maj,C:maj,F:maj,C:maj,F:maj,G:maj,G:maj,D:maj,D:maj,G:maj,G:maj,D:maj,G:maj,G:maj,G:maj,D:maj,D:maj,G:maj,G:maj,D:maj,G:maj,D:maj,G:maj,D:maj,G:maj,D:maj,G:maj,D:maj,G:maj,G:maj,G:maj,D:maj,D:maj,G:maj,G:maj,D:maj,G:maj,D:maj,G:maj,D:maj,G:maj,"
93,A,"A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:min7,F:maj(9),A:min7,F:maj D:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,A:min(9) A:min,G:maj E:min,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,D:maj,"
94,A,"A:maj,A:7,A:maj6,A:maj,A:maj,A:7,A:maj6,A:maj,A:maj,A:7,A:maj6,D:maj,D:maj,A:maj,B:min,A:maj,A:maj,A:7,A:maj6,D:maj,D:maj,A:maj,E:maj,A:maj,D:maj,A:maj,E:7,A:maj,A:7,A:maj,A:7,A:maj6,A:maj,D:maj,A:maj,B:min,E:maj,A:maj,A:7,A:maj6,D:maj,D:maj,A:maj,E:maj,A:maj,D:maj,A:maj,E:7,A:maj,A:7,A:maj,A:7,A:maj6,D:maj,D:maj,A:maj,B:min,E:maj,A:maj,A:7,A:maj6,D:maj,D:maj,A:maj,E:7,A:maj,A:maj,A:maj,A:7,A:maj6,D:maj,D:maj,A:maj,B:min,E:maj,A:maj,A:7,A:maj6,D:maj,D:maj,A:maj,E:maj,A:maj,D:maj,A:maj,E:maj,A:maj,D:maj,A:maj,E:maj,A:maj,A:7,A:maj6,A:maj,"
95,G#,"E:maj F#:maj,E:maj F#:maj,E:maj,B:maj F#:maj,E:maj F#:maj,B:maj F#:maj,E:maj F#:maj,B:maj F#:maj,E:maj F#:maj,B:maj F#:maj,E:maj F#:maj,E:maj F#:maj,E:maj F#:maj,E:maj,B:maj F#:maj,E:maj F#:maj,B:maj F#:maj,E:maj F#:maj,B:maj F#:maj,E:maj F#:maj,B:maj F#:maj,E:maj F#:maj,B:maj,B:maj,A:maj,B:maj,"
96,Db,"Db:maj Db:maj6,Db:maj7 Db:maj6,Db:maj Db:maj6,Db:maj7 Db:maj6,Db:maj Db:maj6,Db:maj7 Db:maj6,Db:maj Db:maj6,Db:maj7 Db:maj6,Db:maj Db:maj6,Db:maj7 Db:maj6,Ab:7 Ab:9,Ab:7 Ab:9,Ab:7 Ab:9,Ab:7 Ab:9,Ab:7 Ab:9,Ab:7 Ab:9,Ab:7 Ab:9,Ab:7 Ab:9,Db:maj Db:maj6,Db:maj7 Db:maj6,Db:maj Db:maj6,Db:maj7 Db:maj6,Db:maj Db:maj6,Db:maj7 Db:maj6,Db:maj Db:maj6,Db:maj7 Db:maj6,Gb:maj Db:maj,Eb:min,Gb:maj6,Gb:maj6,Db:maj,Db:maj,Ab:7 Ab:9,Ab:7 Ab:9,Db:maj Db:maj6,Db:maj7 Db:maj6,Db:maj Db:maj6,Db:maj7 Db:maj6,Db:maj Db:maj6,Db:maj7 Db:maj6,Db:maj Db:maj6,Db:maj7 Db:maj6,Db:maj Db:maj6,Db:maj7 Db:maj6,Ab:7 Ab:9,Ab:7 Ab:9,Ab:7 Ab:9,Ab:7 Ab:9,Ab:7 Ab:9,Ab:7 Ab:9,Ab:7 Ab:9,Ab:7 Ab:9,Db:maj Db:maj6,Db:maj7 Db:maj6,Db:maj Db:maj6,Db:maj7 Db:maj6,Db:maj Db:maj6,Db:maj7 Db:maj6,Db:maj Db:maj6,Db:maj7 Db:maj6,Gb:maj Db:maj,Eb:min,Gb:maj6,Gb:maj6,Db:maj,Db:maj,Ab:7 Ab:9,Ab:7 Ab:9,Db:maj Db:maj6,Db:maj7 Db:maj6,Ab:7 Ab:9,Ab:7 Ab:9,Db:maj Db:maj6,Db:maj7 Db:maj6,"
97,F,"F:maj,A:min,Bb:maj,Bb:maj,F:maj,C:maj,Bb:maj,G:min Bb:maj,D:min,A:min,Bb:maj,Bb:maj,F:maj,A:min,Bb:maj,Bb:maj,F:maj,A:min,Bb:maj Bb:min,F:maj Bb:maj,F:maj,C:maj,Bb:maj,G:min Bb:maj,F:maj,C:maj,Bb:maj,G:min Bb:maj,D:min,A:min,Bb:maj,C:7,F:maj,A:min,Bb:maj,Bb:maj,F:maj,A:min,Bb:maj Bb:min,F:maj D:maj,G:maj,D:maj,C:maj,A:min C:maj,E:min,B:min,C:maj,D:7,C:maj,G:maj,B:min,C:maj,C:maj,G:maj,B:min,C:maj C:min,G:maj C:maj,G:maj,B:min,C:maj,C:maj,G:maj,B:min,C:maj,C:maj,G:maj,B:min,C:maj,C:maj,"
98,D,"D:sus4(b7),D:sus4(b7),D:sus4(b7),D:sus4(b7),D:sus4(b7),D:sus4(b7),D:sus4(b7),D:sus4(b7),Bb:maj C:maj,D:min,Bb:maj C:maj,D:min,Bb:maj C:maj,D:min G:min,Bb:maj C:maj,D:min,Bb:maj C:maj,D:sus4(b7),D:sus4(b7),D:sus4(b7),D:sus4(b7),Bb:maj C:maj,D:min,Bb:maj C:maj,D:min,Bb:maj C:maj,D:min G:min,Bb:maj C:maj,D:min,Bb:maj C:maj,D:sus4(b7),D:sus4(b7),D:sus4(b7),D:sus4(b7),Bb:maj C:maj,D:min,Bb:maj C:maj,D:min,Bb:maj C:maj,D:min G:min,Bb:maj C:maj,D:min,Bb:maj C:maj,D:sus4(b7),D:sus4(b7),D:sus4(b7),D:sus4(b7),Bb:maj C:maj,D:min,Bb:maj C:maj,D:min,Bb:maj C:maj,D:min G:min,Bb:maj C:maj,D:min,Bb:maj C:maj,D:min,Bb:maj C:maj,D:min,Bb:maj C:maj,D:min G:min,Bb:maj C:maj,D:min,Bb:maj C:maj,D:min,Bb:maj C:maj,D:min,Bb:maj C:maj,D:min G:min,Bb:maj C:maj,D:min,D:sus4(b7),D:sus4(b7),D:sus4(b7),D:sus4(b7),D:min7,D:min7,D:min7,D:min7,D:min7,D:min7,D:min7,D:min7,D:min7,D:min7,D:min7,D:min7,"
