Song_ID,Tonic,Chords
223,E,"I:min,IV:min7,V:sus4,V:maj,V:sus4 B,bVI:maj D,bIII:maj,bIII:maj G,V:7,I:min E,bVI:maj,bIII:7,"
224,D,"I:maj,V:maj,VI:min,IV:maj7,II:min7,V:7,I:maj7,"
225,E,"I:min7,I:min9 E,IV:min7,#IV:1 A,"
226,G,"I:maj,VI:min,IV:maj,V:maj,bVII:maj,II:maj,II:min,bVI:maj,bII:maj,"
227,G,"I:min7,"
228,C,"I:maj(9),II:min,VI:min,IV:maj,V:maj,I:maj,V:7,"
229,C#,"bVI:maj7 B,bVI:maj B,bVI:maj,bVI:maj B,bVI:maj7,"
230,F,"I:maj,IV:maj,V:maj,VI:min,IV:min,V:7,"
231,Db,"I:maj,I:7,II:maj,II:min,II:hdim7,bVI:7,bII:maj,bIII:maj,bIII:min,bIII:hdim7,III:min,III:hdim7,"
232,G,"I:maj(9),II:min7,III:min7 E,II:min7 D,I:maj,VI:min,IV:maj(9) D,III:min7 D,IV:maj(9) G,III:min7 E,III:min7 E,IV:maj9,II:min9 D,IV:sus4(9) C,bVI:11,bII:maj(9),bIII:min7,IV:min7 F,IV:min7 F,IV:min7 F,#IV:maj9,bIII:min9 Eb,"
233,D,"V:7,I:maj,V:maj,bIII:maj G,bVII:maj A,V:7(#9),"
234,Ab,"I:maj,III:min7,II:min7,IV:maj,bVII:maj,bVII:maj7,V:min7,bIII:maj,bIII:min7,bII:maj,#IV:maj,"
235,F#,"IV:min,#IV:dim,IV:maj,bVI:maj,"
236,E,"I:maj,bIII:maj,bVI:maj,I:min7,IV:min,I:min,"
237,C,"I:maj,IV:maj,V:7,I:7,II:7,II:min7,IV:maj F#,I:maj G,"
238,G,"I:maj,IV:maj,IV:maj D,V:maj,"
239,F,"I:maj,I:1,I:maj F,I:maj7 F,VI:min9,IV:maj,IV:maj(9),V:7,I:sus4 F,VI:min7,V:maj,V:maj D,II:maj,II:sus4 G,VII:min7,V:maj(9),VI:maj,II:maj(9),"
240,Ab,"I:maj Eb,IV:maj(9),VI:min7 C,IV:maj Eb,III:min,II:min,V:maj,I:maj Bb,I:maj Db,II:min Eb,I:maj Db,IV:maj Eb,"
241,D,"I:maj,bVI:maj C,bVII:maj,bVI:maj,V:sus4,V:maj,IV:maj,"
242,Ab,"I:1,II:1,bVII:1,I:maj,II:min7,bVII:maj,II:min,"
243,E,"I:5,IV:5,IV:5 E,I:5 G,bIII:5,V:5,bVII:5,I:5 D,"
244,Bb,"I:maj,IV:maj,II:7,bIII:maj Ab,V:maj,IV:sus4 Eb,bVII:7,VI:7,II:min9,bVI:7,II:min7,III:sus4(b7) D,VI:min,IV:sus4,II:min7 Bb,V:7,"
245,E,"I:maj,IV:maj B,IV:maj,V:maj,I:7,I:maj E,V:maj A,"
246,Db,"I:7,IV:7,V:7,IV:7 Db,IV:maj,"
247,B,"IV:7,I:maj,IV:maj,IV:maj B,"
248,A,"I:1 E,II:1 D,I:maj E,II:min D,bVII:maj,IV:maj,"
249,Ab,"I:7(#9),"
250,E,"I:maj,I:maj A,IV:maj,bVII:maj A,V:7,bVII:maj,"
251,E,"I:maj,IV:maj,V:maj,"
252,G,"I:min C,V:7,IV:7,"
253,F,"II:7,I:maj,V:7,V:maj,bVII:maj Bb,bVII:maj,III:min7,VI:min7,II:maj,VI:maj,III:7,VII:7,#IV:maj F#,III:maj E,#IV:7,"
254,Bb,"I:1,IV:maj,V:maj,IV:min,I:7,VI:min7,bVI:maj,I:maj G,I:maj F,VI:min Ab,IV:maj Bb,II:7,bIII:dim C,I:maj F,I:maj,I:maj G,II:maj G,VII:min Bb,V:maj C,III:7,IV:dim D,II:maj,II:maj A,"
255,G,"I:maj,I:aug,I:maj6,V:7,II:min D,IV:maj,IV:aug,IV:maj6,IV:7,bVII:maj,bVII:min,bIII:maj,IV:maj G,"
256,D,"I:maj6,bVII:maj6,bVI:maj6,IV:min7,bII:maj7,IV:min9,V:min,I:maj,bIII:maj,bIII:5,bVII:maj,VI:min7,bVI:maj7,bII:maj9,V:min7,V:1,bVII:sus4(9) C,II:min E,II:min9,I:min D,I:min7,"
257,E,"I:maj,IV:maj,V:maj,V:7,IV:maj7,bVI:maj,bIII:maj,IV:min,I:min,bII:maj,I:maj E,"
258,D,"I:maj,IV:maj,IV:maj A,V:maj,IV:maj(9),V:sus4(b7) A,I:sus4 D,II:min11 E,V:sus4(b7),"
259,Ab,"I:7,IV:7,bVII:maj,I:maj,bIII:7,II:min,V:7,bIII:maj,"
260,Eb,"I:maj,"
261,A,"I:maj A,I:maj,IV:maj7 D,I:maj7,II:min7,V:sus4,V:7,I:7,IV:maj7,V:sus4(b7) E,V:sus4(b7,II:min,II:maj7,II:7,V:maj7,II:maj B,II:maj,V:maj7 E,"
262,A,"I:5,V:maj F,bIII:maj Bb,V:maj F,IV:maj B,I:min,IV:maj,IV:min,bVII:maj,V:min7,I:min7 E,bVI:maj C,IV:min A,II:maj E,I:maj,bII:maj,bIII:maj,V:min,bVI:maj,"
263,Bb,"II:min7,I:maj,I:7,IV:maj,VI:min,V:maj,bVII:maj(9),bVII:maj,bVI:maj,bIII:maj6,I:7(#9),IV:min7,bVII:7,V:min7,I:min7,bVII:sus4(b7),bII:maj(9),"
264,Db,"I:1,I:7,IV:7,V:7,"
265,D,"I:min,I:min7,VI:min,IV:11,IV:min11,bIII:maj(9),bVII:maj,"
266,F,"I:maj,I:maj C,IV:maj,VI:min,IV:maj C,V:maj,I:maj Bb,IV:maj F,II:min7 C,II:min7,V:sus4(b7),IV:maj C,I:1,V:sus4,"
267,C,"I:maj,V:7,IV:maj,III:7,VI:min,V:maj,I:7,II:7,"
268,F,"IV:maj7,VI:min,II:7,V:7,I:maj,IV:maj C,VI:min C,VI:min G,V:maj Bb,V:maj C,IV:maj,"
269,C,"IV:maj,I:maj,V:maj,IV:maj6,III:min,VI:min,bVII:maj7,"
270,Eb,"V:sus4(9),I:maj Ab,I:maj7 Ab,IV:maj Ab,IV:maj7 Ab,I:maj,IV:maj F,IV:maj7 Eb,IV:maj,"
271,F,"I:7,IV:7,"
272,C,"II:min E,V:maj,I:maj,bVI:maj,V:min7,IV:min7,VI:maj,"
273,Bb,"I:maj,VI:min7,IV:sus4(b7,V:sus4(b7,IV:maj(#11),V:sus4,VI:min,IV:maj,III:7,V:sus4 G,II:min Bb,VI:min F,V:sus4 D,VI:min F,"
274,A,"I:min,V:7,bII:min,bVI:7,II:min,"
275,A,"I:min(9),I:min,IV:min,bVI:maj,bVII:maj,V:7,I:maj,II:min,IV:maj,"
276,E,"I:1 A,I:1,I:7,V:7,I:maj,IV:maj,I:maj A,I:maj B,"
277,Eb,"I:maj7,VI:min,V:sus4(b7,IV:maj7,VI:min Bb,"
278,E,"I:maj,IV:maj,V:maj,IV:maj B,"
279,E,"I:maj,IV:maj,V:maj,"
280,F,"I:7,V:7,IV:maj,bIII:maj,"
281,F,"I:maj,VI:min,IV:maj,V:maj,II:maj,V:maj Db,bII:maj,bVII:min,bVI:7,#IV:maj,#IV:maj Ab,bVI:maj,bIII:maj,"
282,A,"I:maj,bVII:maj D,IV:maj,bIII:maj,V:maj,bVII:maj,II:min,II:min7,I:sus2(b7),bVI:maj7,V:7(b9),I:maj(9),"
283,Bb,"V:maj(9),IV:min6(#11),I:maj,IV:maj9(13,IV:sus4(b7,VI:min7,bVII:maj(9),II:sus4(b7),II:7,IV:maj6(9),bVII:maj Bb,VI:min7(11),V:sus4(9),bVII:maj6(9),IV:maj9,"
284,Db,"I:maj7,II:min7 Ab,II:min7 Ab,I:maj,I:7,IV:maj7,V:7,VI:min,II:min7,V:13,II:9,I:maj6(9),"
285,E,"I:maj,I:maj6(9),V:7,IV:maj G#,IV:maj,V:maj,bVII:maj,I:maj B,"
286,B,"I:5 F#,IV:sus2,bVII:9 E,I:5 E,I:maj F#,IV:9,I:maj,IV:maj,I:sus4,I:5,bVII:maj,bIII:maj,IV:maj7,bVII:9,"
287,Gb,"I:maj Fb,I:maj,I:maj Fb,bVI:maj B,bII:maj C,bIII:maj C#,IV:min E,"
288,G,"I:5,I:sus4,V:maj,I:maj,IV:maj,I:maj C,IV:7,V:7 N,I:7,V:maj N,V:1,"
289,C,"I:maj,I:7(#9),"
290,D,"I:maj,VI:min7,V:sus4(b7) A,V:sus4(b7),I:maj B,bVII:maj,bIII:maj C,IV:maj C,"
291,D,"VI:min7,VI:min11,II:min,VI:sus4,VI:maj,V:sus4,V:maj,IV:sus4,IV:maj,II:maj,II:maj F#,I:maj,I:sus4(b7),I:7,bVII:sus4(b7),bVII:7,bVI:sus4(b7),bVI:7,V:sus4(b7),V:7,"
292,Db,"I:7,IV:7,V:7,I:maj Gb,I:maj,IV:7 Gb,"
293,A,"I:maj,V:maj,IV:maj,I:5,V:5,IV:5,"
294,A,"I:maj,V:maj,IV:maj,IV:maj E,IV:maj G,I:7,II:sus4(b7),V:min,bVI:7,I:1 C,#IV:maj Ab,bII:7,#IV:maj Bb,VII:7,#IV:maj D,bVII:sus4 G,I:sus4(b7),bVI:min7,bII:maj,#IV:maj,bVI:maj,#IV:maj F,#IV:sus4(b7,bII:maj6,#IV:min6,#IV:min,"
295,E,"I:maj,V:maj,I:7,IV:maj A#,I:maj C#,I:maj A,I:maj A,IV:maj,V:min7 E,IV:7,bVII:maj D#,IV:maj F#,IV:maj D,"
296,A,"I:7,IV:7,V:min,bIII:maj,IV:maj,"
297,C,"I:maj F,V:maj,I:maj,IV:maj,II:min7,V:sus4(b7),I:maj G,VI:min7 G,II:min E,IV:maj7,V:7,"
298,Bb,"I:maj,I:maj7,bVII:maj6,VI:min,III:min,IV:maj,II:min,V:maj,IV:maj7,II:minmaj7,"
299,Ab,"I:maj,VI:min,IV:maj,V:maj Db,I:maj6,I:maj7,I:maj F,IV:maj Eb,I:maj7 F,IV:maj C,II:min,VII:hdim7,III:7,II:min7,V:7,I:7(b13),VI:7,III:min7,IV:maj7,"
300,E,"I:maj,IV:7,V:7,"
301,Eb,"I:min7,IV:min7,I:min7(b13),VI:min,bVI:maj,IV:min,V:maj,I:min,IV:7,IV:maj,"
302,D,"I:maj,I:7,IV:maj,V:maj,VI:min,VI:min(11),II:7,IV:maj A,"
303,C,"I:maj,V:7,IV:maj,III:7,VI:min,V:maj,I:7,II:7,"
304,C,"III:min D,IV:maj E,V:maj,I:maj E,IV:maj6(9),I:maj D,IV:maj G,II:min7,V:7,III:sus4(b7) E,VI:min,III:7,V:maj6,II:7,IV:maj,VI:min7,III:min7,V:sus4(b7),"
305,E,"I:maj,IV:maj,V:maj,V:7,I:7,IV:maj E,"
306,A,"I:1,I:1 A,V:maj,bVII:maj,bVII:maj F,bVI:maj,bIII:maj,IV:min7,I:maj A,I:maj E,bIII:maj C,bIII:maj6 C,V:min7,bVI:maj F,"
307,D,"I:5 A,IV:5 A,V:maj,I:maj,VI:min,IV:maj A,VI:min A,IV:5,VI:maj,"
308,C,"IV:maj(9) A,V:maj(9),I:maj,V:maj,IV:maj,V:maj(9) C,bVII:maj,V:maj N,V:maj C,"
309,F#,"IV:maj,bVII:maj B,"
310,Eb,"II:min9,V:sus4(b7,I:maj7,bVII:7 C,#IV:7(#11),IV:maj7,III:min7,II:min7,VI:min,bVII:7(#11),II:7,"
311,F,"I:1,I:7,V:7,I:7 F,IV:maj9 Bb,IV:7,V:7 Bb,"
312,E,"IV:maj,I:maj,bVII:maj9 C#,bVII:maj7(#11),bVII:maj7,"
313,E,"I:1,I:maj,IV:maj,IV:maj D,I:maj A,I:1 D,"
314,A,"I:maj,bVII:maj,IV:maj,IV:maj D,"
315,F#,"IV:maj B,IV:maj C#,bII:maj G,#IV:maj C,#IV:maj D,II:maj Ab,V:maj Db,V:maj Eb,"
316,C,"I:maj,IV:maj,V:maj,V:7,IV:maj G,"
317,B,"I:1,IV:sus4(b7,I:min A,bIII:maj A,bVI:maj7,bVII:maj6,I:min7,I:5,IV:min7 D,IV:min,IV:min7,"
318,D,"II:min A,I:maj G,IV:maj A,I:maj,I:maj B,IV:maj,V:maj A,V:maj,I:maj E,VI:min G,VI:min,bVII:maj,"
319,F#,
320,C,"I:maj,I:maj F,V:maj,"
321,A,"I:sus2,I:maj,IV:sus2,IV:maj,V:maj,II:min7,II:min,II:maj,I:sus4,IV:sus4,"
322,Db,"I:maj,V:7,I:7,IV:maj,II:min7 Ab,VII:dim Db,bVI:7,bII:maj,bII:7,#IV:maj,bIII:min7 A,VI:7,II:maj,II:7,V:maj,bII:dim Eb,"
323,D,"I:maj,II:min,V:sus4 A,I:maj D,IV:maj,V:sus4 A,V:7,IV:maj A,I:maj A,bVII:maj6,"
324,D,"I:min,V:min,IV:1,VI:5,IV:5 A,I:min7,I:min13,"
325,F,"I:maj C,IV:maj C,I:maj,IV:maj,bVII:maj,V:maj,VI:min,V:7,IV:7,bVII:maj Bb,IV:maj(9),I:maj13,III:maj,III:7(#9),bIII:maj,IV:maj7,bVII:sus4,I:maj F,"
326,Bb,"I:maj,V:sus4(b7),II:min7,IV:maj,VI:min7,II:7,V:maj,I:maj G,II:7 F,II:min Bb,IV:maj F,III:min,VI:min Eb,V:7,"
327,Eb,"I:maj,bVI:maj D,bVI:maj,bVII:maj,bIII:maj6 Ab,I:min11,IV:min11 Bb,IV:min11 Ab,I:min13,IV:min9,V:sus4 Bb,V:maj,bVI:maj Bb,IV:min7,V:11,I:maj9,bIII:maj Ab,IV:min,IV:min9 A,"
328,C,"I:maj,V:7,I:maj F,V:maj,IV:maj,bVII:maj,"
329,D,"I:min,bVI:maj,bVII:maj,bIII:maj,IV:maj,IV:min,"
330,F,"VI:1,II:1,IV:1,I:maj,II:min,IV:maj,bVII:maj,III:maj,VI:min,II:min C,V:maj,"
331,G,"bVII:maj,I:maj,I:maj F,I:maj A,I:maj F,"
332,F,"I:1,I:maj(9),II:min7,II:min,I:maj,II:min Bb,bVII:maj,IV:maj Bb,IV:7 Bb,IV:7 C,III:min7 Bb,IV:maj D,III:min7,IV:maj7,I:maj7,II:min C,VI:min6,VI:min7,VI:min(b13),bIII:min,bII:maj7,bIII:min7,bII:maj,IV:min7 Cb,#IV:maj Eb,IV:min7,#IV:maj,"
333,C,"IV:min,I:min,IV:min G,V:min C,bVI:maj,bVII:maj,V:min,I:maj,bVII:sus4(b7),"
334,Eb,"I:min7,IV:7,IV:7 Gb,I:min7 Ab,II:7,V:maj,"
335,C,"I:maj,II:min,IV:maj,IV:min,VI:min,V:maj,"
336,F,"I:maj A,VI:min F,IV:maj F,II:min7 C,I:maj,IV:maj7,II:min7,II:min7 A,V:11,II:min7 F,IV:maj7 F,"
337,F,"IV:maj,bIII:maj,V:7,I:min F,I:min7,I:min7 Bb,"
338,Eb,"I:maj,III:min,VII:maj A,bVI:min7 B,VII:maj,"
339,Db,"I:maj(9),V:7,V:maj,IV:maj6(9) Db,IV:maj6(9),V:maj Gb,V:maj6 Ab,IV:maj(9) Db,II:min7(11),V:maj6 Gb,I:sus4(9) Db,I:maj Ab,I:maj,IV:maj Db,IV:maj,V:maj Ab,V:maj6,IV:maj6,V:maj Ab,"
340,D,"I:7,I:min7,bVII:sus4,IV:7,V:7,I:7(#9),"
341,A,"I:maj,IV:maj,V:7,V:maj A,"
342,Eb,"I:maj,IV:maj,I:maj7,V:aug(b7),I:7,IV:maj7,V:maj,III:min7,VI:min,III:min7 G,VI:min F,II:9,II:maj,III:9,V:maj7,III:min7 C,VI:aug(b7),II:7,VI:maj,#IV:min7,VII:min,#IV:min7 A,VII:min G,VI:sus4(b7,"
343,A,"I:maj,V:maj,IV:maj,bVI:maj,bII:maj,VI:maj,"
344,Ab,"I:1,II:1,bVII:1,I:maj,II:min7,bVII:maj,II:min,"
345,F,"I:maj,IV:maj,V:maj,V:sus4,"
346,C,"VI:min,III:aug,II:7,II:min7,III:min7,II:maj9,V:11,I:maj,I:maj7,I:maj6,II:min,II:minmaj7,V:maj,bVII:maj,I:11,I:7,IV:maj7,V:7,VI:7,IV:maj,III:7,VI:minmaj7,II:7(#11),bVI:7,bII:maj,bII:maj7,bII:maj6,bIII:min,bIII:minmaj7,bIII:min7,bVI:maj,VII:maj,bVII:11,bVI:dim7,#IV:maj7,IV:7,bVII:min,bVII:minmaj7,bIII:9,IV:min7,bVI:11,bVII:sus4(b7),bVII:7,bVII:min7,IV:aug,bIII:7,bIII:min7 Ab,"
347,Db,"I:maj,II:min,I:sus4 Db,IV:maj7 Gb,V:sus4 Ab,I:maj Db,IV:maj7,II:min7 Ab,I:maj7,I:7 Db,II:min7,bVII:maj,IV:maj7 Db,V:maj,"
348,Bb,"I:maj,I:maj7,V:sus4(b7,IV:maj,IV:maj F,II:min7 F,IV:maj F,IV:maj F,V:maj,V:sus4(b7),V:maj F,I:maj F,"
349,D,"I:7,IV:7,V:7,V:7 D,"
350,C,"IV:maj7,II:min7,I:maj7,III:min7,IV:maj,I:7,V:maj,I:maj,VI:min,V:7,bVI:7,bII:maj7,bIII:min7,IV:min7,#IV:maj,bII:maj,"
351,E,"I:maj E,I:sus4(b7,I:maj D,IV:maj E,I:maj,"
352,Db,"V:7(b13),I:maj Gb,I:maj Ab,I:maj7,VI:dim Db,II:min7,V:maj Ab,bVI:7,III:7,VI:min7,II:7,V:7,I:maj,I:aug,IV:maj7,IV:maj6,bVII:9,I:maj9,III:min7 Bb,I:maj7 Gb,"
353,Bb,"bIII:dim F,I:maj,II:7,V:7 F,V:7,I:maj Bb,III:7,VI:maj,II:sus4(b7) B,V:7 Bb,I:maj F#,bII:maj,bII:maj F#,III:dim F#,bII:maj F#,"
354,D,"I:maj,II:min,II:dim7 G,I:maj F#,II:min G,I:maj B,V:maj D,V:7,V:maj,V:aug,II:dim G,"
355,E,"I:maj,IV:sus4 A,V:maj,IV:11,IV:maj,bVII:maj,V:min,I:sus4(b7) E,I:5(b7),bVII:maj7,IV:maj B,"
356,Eb,"I:maj,"
357,Eb,"V:sus4(9),I:maj Ab,I:maj7 Ab,IV:maj Ab,IV:maj7 Ab,I:maj,IV:maj F,IV:maj7 Eb,IV:maj,"
358,G,"VI:min9,V:maj7,IV:maj9,VI:min7,III:min C,VI:min7 B,II:min7 D,I:sus4(9) G,I:maj(9),I:maj(9) E,V:sus4 D,V:maj,bVII:maj9,II:7,VI:min7 D,VI:min7(11),II:9,III:7(b13),V:sus4(b7) D,"
359,G,"I:min,bIII:7 C,bVI:7 F,I:min C,"
360,B,"I:5,I:5(b7),bVI:maj,I:min,I:min B,bVI:maj7,IV:min7,"
361,A,"I:maj9,II:min7,II:min7 D,I:maj,bVII:maj,IV:maj,bII:1,bII:maj9,bIII:min7,#IV:maj,bIII:min,"
362,F#,"bVI:maj D,bVI:maj,bVII:maj,"
363,C,"I:min,bVI:maj,bVII:maj,I:min C,IV:min7,"
364,D,"I:7,V:7,IV:7 E,I:7 A,"
365,Ab,"I:maj,IV:maj,IV:maj Eb,IV:maj Ab,VI:min F,II:maj,V:maj,bVII:maj,II:min,"
366,E,"I:maj,I:min,bIII:maj,bVI:maj,IV:min,V:maj,I:7,I:maj6,IV:maj,"
367,D,"I:min9,bVII:maj6(9),bVI:maj9,V:sus4(b7,I:min,bVII:maj,V:min7,IV:min7,II:hdim7,V:7,I:sus4,IV:min9,I:maj,bVI:maj7,bII:maj9,bVII:min9,V:sus4,II:min,V:maj,bII:min9,bVI:min7,VI:maj9,#IV:min9,bVI:sus4(b7,bVI:maj,bII:sus4,bII:maj,"
368,C,"I:7,I:maj,II:min,II:min7,III:min7,IV:maj,V:maj,III:min D,"
369,C,"I:maj A,IV:maj,IV:maj G,I:maj,IV:maj F,II:min7 G,V:11 G,I:maj F,I:maj C,IV:maj F#,V:maj E,VI:7,II:maj B,V:maj A,V:maj A,II:maj D,V:maj G#,II:maj,V:maj,III:min,VI:11,II:maj D,II:maj G,"
370,E,"I:maj,IV:maj,V:maj,I:maj E,V:7,I:7,"
371,C,"I:min7,IV:maj,bVII:maj G,I:maj,bVII:maj7,V:min,"
372,Eb,"I:min11,I:min7,IV:min7 Bb,bVI:maj7,bVI:maj7 Db,II:hdim7,V:sus4(b7) Bb,I:maj9,I:sus4 Eb,bVI:9,V:7,I:min9,IV:min7,I:maj,"
373,Ab,"I:maj,VI:min,V:maj,IV:maj,IV:maj Eb,I:maj Eb,"
374,A,"IV:maj,III:maj,bIII:maj,II:maj,V:sus4(b7),I:maj,I:min7,II:min,bVII:maj D,bVII:maj,"
375,D,"V:1,V:min7,I:maj(#9),bVII:maj,V:maj(#9),VI:min,I:maj,V:maj,IV:maj,I:min7,"
376,Eb,"bVI:maj7(#11),bVII:11,I:min7,I:min11,I:min(b13),I:min6,I:maj9,bVI:maj,bVII:maj,V:sus4 Bb,IV:7,V:aug,V:sus4,V:maj,IV:min,bIII:maj(11),II:1(b5,V:5(b7),"
377,A,"I:maj,IV:7,I:maj F#,II:7 E,II:7,V:7,"
378,Bb,"I:sus4(b7,I:maj,bII:maj,#IV:maj,bII:sus4(b7,II:maj,VI:maj,V:maj,VII:min7,VI:maj(11),"
379,B,"I:maj,IV:maj B,IV:maj E,I:maj E,I:maj F#,I:7,bII:maj,bVI:maj C,#IV:maj C,"
380,B,"IV:maj B,I:maj,"
381,A,"IV:maj,I:maj E,IV:maj A,V:maj,I:maj,"
382,Db,"V:7(b13),I:maj Gb,I:maj Ab,I:maj7,VI:dim Db,II:min7,V:maj Ab,bVI:7,III:7,VI:min7,II:7,V:7,I:maj,I:aug,IV:maj7,IV:maj6,bVII:9,I:maj9,III:min7 Bb,I:maj7 Gb,"
383,G,"V:7,I:maj,I:7,IV:maj,II:7,V:maj,"
384,A,"I:maj,I:5,bVII:1,IV:1,I:1,bIII:maj G,bVI:maj G,V:5,bVII:5 D,bVII:5,IV:5,"
385,Eb,"V:maj,III:min,II:maj,I:maj,VI:maj,IV:maj,VII:min,bVII:maj,"
386,G,"I:maj6,I:maj,V:7,IV:maj,"
387,Eb,"I:maj,VI:min,IV:maj,V:maj,V:7,"
388,F,"I:maj,VI:min,IV:maj,VI:min Bb,V:maj,V:maj C#,VI:min C,"
389,F,"I:maj,IV:maj,II:min,III:7,III:min,VI:7,bVII:9,VII:7,bIII:min,bVI:7,V:7(11),bIII:dim,V:7,bIII:min7,"
390,D,"V:5(b7),VI:min,IV:maj,V:maj,IV:maj A,I:maj,V:11,"
391,G,"V:7,IV:7,I:maj,"
392,A,"IV:maj(9),I:maj(9),bIII:maj B,bII:maj7 A,IV:maj,V:maj,IV:maj7,bIII:maj7,II:min7,IV:maj9,"
393,D,"I:min,IV:maj,bVI:maj,bIII:maj,I:maj,V:maj,IV:maj F,"
394,G,"I:maj,IV:maj,V:maj,VI:min,I:maj G,"
395,Ab,"I:maj,IV:maj,bVII:maj,V:min Db,IV:maj7,#IV:dim,"
396,Bb,"I:maj6,V:maj,II:min,V:maj(9),III:min,VII:7,V:maj F#,VI:min7 C,II:7,V:7,II:minmaj7,II:min7,I:7(#11),"
397,Db,"I:maj,V:maj,IV:maj,I:maj6,IV:maj6,I:maj6(9),VI:min,V:7,"
398,C,"I:maj,VI:min,IV:maj,V:maj,III:min,I:7,IV:maj G,IV:maj Eb,IV:maj F,"
399,F,"V:min G,bVII:maj Bb,bVII:maj Bb,IV:sus4(b7) Bb,I:maj A,VI:maj,IV:maj D,II:min,IV:min,I:maj Eb,bIII:maj6 Bb,I:min G,I:min C,VI:min,V:min7(11),"
400,A,"I:maj G,IV:maj,IV:maj A,I:maj G,IV:maj B,bVII:maj D,bVII:maj A,I:maj,IV:maj G,"
401,Ab,"II:maj,I:1,I:7,I:9,bVII:maj,II:min,bIII:maj,IV:sus4(b7),bVII:sus2,"
402,C,"I:maj,IV:maj,VI:min7,V:maj,"
403,D,"I:min,I:min7,I:1,"
404,C#,
405,E,"I:maj,IV:maj,V:maj,I:7,V:7,"
406,F,"IV:maj7,VI:min,II:7,V:7,I:maj,IV:maj C,VI:min C,VI:min G,V:maj Bb,V:maj C,IV:maj,"
407,D,"VI:min,I:maj,IV:maj,V:7,V:maj,"
408,C,"VI:min,IV:maj,I:maj,V:maj,II:min,I:min,bVI:maj Bb,IV:min,V:min,bVII:maj,VI:maj,VII:min,II:maj,I:1,"
409,F,"I:maj,VI:min,IV:maj,VI:min Bb,V:maj,V:maj C#,VI:min C,"
410,C,"V:aug(b7),I:maj,V:maj,IV:maj,bVII:maj F,I:7,II:7,V:7,I:maj C,V:maj C,"
411,Db,"I:maj,VI:min,IV:min,V:maj,IV:maj,I:7,V:7,V:7(#9),V:maj6(b7) Ab,I:maj7,V:7(b9),I:maj13,"
412,B,"I:min,IV:min,bVI:maj7,IV:min6,"
413,E,"I:maj,IV:maj E,V:7,IV:maj,bVI:7,bII:maj,#IV:maj F,#IV:maj,"
414,A,"I:1,I:maj,II:min,II:dim,V:maj,bIII:maj,II:min7,"
415,B,"I:min7,bVI:maj(9),bVII:maj,bVI:maj(9) A,I:min,I:min7 A,"
416,Eb,"II:5 Gb,III:5 Ab,#IV:5 Bb,bVI:5 C,I:min,II:5,II:5 Gb,bVII:maj,II:maj,II:maj Eb,V:maj Eb,II:1 Gb,III:1 Ab,#IV:1 Bb,bVI:1 C,II:maj F#,III:maj G#,#IV:maj A#,bVI:maj C,IV:maj,IV:5 A,VI:maj,I:maj,IV:5,IV:7,"
417,A,"V:min,I:min,I:min7,"
418,E,"I:maj,IV:maj,V:maj,V:sus4(b7),"
419,A,"II:7,V:maj,I:maj,IV:maj D,II:min,V:7,IV:maj,"
420,G,"I:maj,VI:min,IV:maj,V:maj,"
421,Eb,"V:7,IV:maj,II:min,I:maj,I:7,VI:min,II:maj,V:9,V:maj,V:7(b9,"
422,Db,"I:maj Gb,IV:maj Db,III:min,VI:min,II:min F,V:sus4,IV:maj,III:min7 Bb,II:maj Ab,#IV:min,VII:min,III:min G,VI:11,V:maj Eb,"
423,D,"I:maj,VI:min,IV:maj,V:maj,"
424,B,"I:1 G,V:1 F,IV:1 D,I:maj B,I:min,I:min A,bVII:maj B,"
425,C,"I:maj,VI:min,IV:maj,V:maj,V:sus4 G,I:maj F,I:maj Ab,bII:maj,bVII:min,#IV:maj,bVI:maj,bII:maj Gb,bII:maj A,II:maj,VII:min,VI:maj,II:maj G,"
426,Eb,"I:7(#9),II:7,IV:7,bVII:7,V:7(#9),"
427,C,"II:min7,V:maj A,II:min7 G,I:maj,IV:maj6,III:7(b13),VI:min,bVII:maj,IV:maj,II:min,"
428,F,"I:maj,I:maj C,IV:maj,VI:min,IV:maj C,V:maj,I:maj Bb,IV:maj F,II:min7 C,II:min7,V:sus4(b7),IV:maj C,I:1,V:sus4,"
429,Eb,"III:1,bII:1,VII:1,I:min,bVII:maj,bVI:maj,"
430,F,"III:min7 D,II:min7 G,II:min7,bVII:maj,IV:maj7 A,I:maj7,VII:hdim7,III:7(b9),VI:maj7,III:7(b9,VI:min,#IV:dim(b13),IV:min9 Eb,III:min7,VI:7(b9,II:13,II:9,V:1,V:1 Db,IV:min7 Eb,bIII:min7 Ab,#IV:maj7 Bb,bVI:sus4(b7),"
431,B,"I:1,bVII:1,bVI:1,I:min,bVII:maj,bVI:maj,bIII:maj,bII:maj,I:maj,IV:min7,bVII:maj F#,I:min F#,bVII:maj(9),"
432,A,"I:1,"
433,Eb,"V:maj,I:maj,IV:maj Eb,V:7,II:maj Bb,IV:maj,II:maj Db,bIII:maj,#IV:maj,II:maj,V:maj F,VI:7,III:maj C,III:maj Eb,bVII:maj,bIII:maj Db,IV:7,I:maj Ab,"
